dws_dsc_wh_ou_monthly_kpi_sum.ou_code,dws_dsc_wh_ou_monthly_kpi_sum.ou_name,dws_dsc_wh_ou_monthly_kpi_sum.bg_code,dws_dsc_wh_ou_monthly_kpi_sum.bg_name_cn,dws_dsc_wh_ou_monthly_kpi_sum.customer_id,dws_dsc_wh_ou_monthly_kpi_sum.customer_name,dws_dsc_wh_ou_monthly_kpi_sum.total_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.month,dws_dsc_wh_ou_monthly_kpi_sum.quarter,dws_dsc_wh_ou_monthly_kpi_sum.year,dws_dsc_wh_ou_monthly_kpi_sum.inbound_header_count,dws_dsc_wh_ou_monthly_kpi_sum.inbound_line_count,dws_dsc_wh_ou_monthly_kpi_sum.inbound_line_original_qty,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_qty,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_volume,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_header_count,dws_dsc_wh_ou_monthly_kpi_sum.outbound_line_count,dws_dsc_wh_ou_monthly_kpi_sum.outbound_line_original_qty,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_qty,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_volume,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_weight,dws_dsc_wh_ou_monthly_kpi_sum.last_used_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.last_active_lpn_count,dws_dsc_wh_ou_monthly_kpi_sum.last_on_hand_qty,dws_dsc_wh_ou_monthly_kpi_sum.last_in_transit_qty,dws_dsc_wh_ou_monthly_kpi_sum.last_allocated_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_used_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.avg_active_lpn_count,dws_dsc_wh_ou_monthly_kpi_sum.avg_on_hand_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_in_transit_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_allocated_qty,dws_dsc_wh_ou_monthly_kpi_sum.total_head_count,dws_dsc_wh_ou_monthly_kpi_sum.total_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.outsource_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.perm_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.other_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.direct_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.indirect_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.total_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.outsource_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.labor_cost_for_business_outsource,dws_dsc_wh_ou_monthly_kpi_sum.perm_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.bms_bill_amount_exclude_tax,dws_dsc_wh_ou_monthly_kpi_sum.customs_agent_fee,dws_dsc_wh_ou_monthly_kpi_sum.operation_fee,dws_dsc_wh_ou_monthly_kpi_sum.warehouse_site_fee,dws_dsc_wh_ou_monthly_kpi_sum.short_barge_fee,dws_dsc_wh_ou_monthly_kpi_sum.labor_fee,dws_dsc_wh_ou_monthly_kpi_sum.equipment_usage_fee,dws_dsc_wh_ou_monthly_kpi_sum.value_added_fee,dws_dsc_wh_ou_monthly_kpi_sum.inbound_std_receive_volume,dws_dsc_wh_ou_monthly_kpi_sum.inbound_std_receive_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_std_shipped_volume,dws_dsc_wh_ou_monthly_kpi_sum.outbound_std_shipped_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_inbound_qty_ratio,dws_dsc_wh_ou_monthly_kpi_sum.perm_working_hour_ratio,dws_dsc_wh_ou_monthly_kpi_sum.working_hour_per_head,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour_outsourcing,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour_perm,dws_dsc_wh_ou_monthly_kpi_sum.location_usage_rate,dws_dsc_wh_ou_monthly_kpi_sum.location_idle_rate,dws_dsc_wh_ou_monthly_kpi_sum.total_handling_income,dws_dsc_wh_ou_monthly_kpi_sum.total_handling_income_ratio,dws_dsc_wh_ou_monthly_kpi_sum.warehouse_site_fee_ratio,dws_dsc_wh_ou_monthly_kpi_sum.value_added_fee_ratio,dws_dsc_wh_ou_monthly_kpi_sum.labor_productivity,dws_dsc_wh_ou_monthly_kpi_sum.estimated_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.update_time
CN-201,BMW SAN XXX WHS,EI,新兴产业事业部,BMWXX,BMWXX,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12,398.04,0,368.04,30,374.01,24.03,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.92463069,32.27351351,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-277,INFINEON WUX XXX WHS,TSC,高科技/备件物流/化工行业事业部,INFIN,INFIN,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18,6304.57,4716.5,1588.07,0,6304.57,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.251891882,349.0029821,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-319,KEYSIGHT CTU XXX WHS,TSC,高科技/备件物流/化工行业事业部,KEYSI,KEYSI,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,1151.44,298.59,852.85,0,1151.44,0,82661.55,12766.21,-11399.25,69895.34,113963.3171,0,0,0,0,113963.3171,0,0,null,null,null,null,null,0.740681234,171.4910638,71.78971549,42.75498175,81.9550214,null,null,113963.3171,1,0,0,98.97460319,null,35:10.0
CN-382,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,898.06,556.5,341.56,0,832.39,65.67,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.380330936,117.1382609,null,null,null,null,null,0,null,null,null,0,null,35:10.0
HK-027,LEGO HKG MTL WHS,null,null,LEGO1,LEGO1,1925,202108,202103,2021,3,133,15688,15688,5.11E+07,154.211,237,3855,74479,74479,3.53E+08,null,null,null,null,null,null,872,56511,454026.75,4.25,14274.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.747514023,null,null,null,null,null,0.453246753,0.546753247,0,null,null,null,null,null,35:10.0
TD034,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8,2177.67,0,2177.67,0,1973.02,204.65,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,246.5286792,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CATC010,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,170.69,0,170.69,0,170.69,0,16404.64,0,105.83,16404.64,null,null,null,null,null,null,null,null,null,null,null,null,null,1,170.69,96.10779776,null,96.10779776,null,null,0,null,null,null,0,null,35:10.0
CN-324,NOKIA SHA JQ0 WHS,TSC,高科技/备件物流/化工行业事业部,NSBSH,NSBSH,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19,4134,3768.25,365.75,0,3955.46,178.54,386485.92,338426.82,189.41,48059.1,603277.84,0,252000,16338.84,0,334939,0,0,null,null,null,null,null,0.088473633,208.4369748,93.4895791,89.8100763,131.3987697,null,null,586939,0.972916559,0.027083441,0,141.9784712,null,35:10.0
CN-428,LAM SHA XXX WHS,TSC,高科技/备件物流/化工行业事业部,LAMRE,LAMRE,2933,202107,202103,2021,35,1358,10629,10610,null,null,289,1934,12993,12993,0,0,2658,11931,92114,0,0,2635,11632,91427.2069,0.034482759,2.310344828,3,836.69,0,836.69,0,836.69,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.224599434,1,229.0936905,null,null,null,0.898714979,0.101285021,0,null,null,null,0,null,14:09.0
TD048,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,23.25,0,23.25,0,23.25,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,23.25,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-207,HUAWEI-TER DGM SSH WHS,TSC,高科技/备件物流/化工行业事业部,HUAWE,HUAWE,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,266,34285.07,31799.5,2485.57,0,34037,248.07,2862835.88,2245981.64,-9244.61,616854.24,4008708.736,28200,3434138.774,0,0,546369.9623,0,0,null,null,null,null,null,0.072497154,128.5690125,83.50094896,70.62946399,248.1741572,null,null,3980508.736,0.992965316,0,0,116.1003532,null,35:10.0
CN-365,BLUEFOCUS SHA XXX WHS,CR,快消/零售行业事业部,OTYPE,OTYPE,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,9,2318.36,1427,891.36,0,2155,163.36,181322.82,47466.2,111076.59,133856.62,1784862.668,0,276952.0296,87602.5566,0,0,0,112822.2736,null,null,null,null,null,0.384478683,244.0378947,78.21167549,33.26292922,150.1712215,null,null,276952.0296,0.155167137,0.049080839,0.063210619,119.4603209,null,35:10.0
HK-027,LEGO HKG MTL WHS,null,null,LEGO1,LEGO1,1925,202107,202103,2021,28,1085,135615,135615,5.76E+08,1344.404,468,8759,175121,175121,6.42E+08,null,883,63112,495604,0,37014,674,43883,347208.0714,73.92857143,30640.39286,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.291309958,null,null,null,null,null,0.350575139,0.649424861,0,null,null,null,null,null,14:09.0
CATC015,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8,203.52,0,203.52,0,203.52,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,25.44,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-326,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,237.07,0,237.07,0,237.07,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,147.1468966,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-360,Lube Lanzhou WHS,EI,新兴产业事业部,KLRHY,KLRHY,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20,398.74,390.27,8.47,0,398.74,0,null,null,null,null,242436.2075,0,107437.7358,80658.84906,0,0,0,0,null,null,null,null,null,0.021241912,19.937,null,null,null,null,null,107437.7358,0.443158788,0.332701332,0,269.4430853,null,14:09.0
CN-367,HORMEL SHA XXX WHS,CR,快消/零售行业事业部,HOMEL,HOMEL,5355,202108,202103,2021,6,39,17810,17810,null,null,116,251,22999,22907,181.0803,117442.433,null,null,null,null,null,942,0,120004.5,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.286187535,null,null,null,null,null,0.17605042,0.82394958,0,null,null,null,null,null,35:10.0
CN-381,null,null,null,null,null,331,202107,202103,2021,51,148,62458,62458,61218.1371,30.3031,248,2999,59808,59808,55022.3261,null,108,327,61170,0,2866,28,178,45711.75862,0,1662.965517,14,118.8,17.04,101.76,0,118.8,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.957571488,0.856565657,8.485714286,null,null,null,0.086988228,0.913011772,0,null,null,null,0,null,14:09.0
CN-902,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,826,826,0,0,826,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,313.6708861,null,null,null,null,null,0,null,null,null,0,null,14:09.0
HK-015,FRED-PERRY HKG MTL WHS,null,null,FRED1,FRED1,null,202108,202103,2021,7,92,664,664,0,0,null,null,null,null,null,null,null,null,null,null,null,17,6249,204530.25,22711,27179,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,null,null,null,null,null,null,null,0,null,null,null,null,null,35:10.0
CATC003,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,199.75,0,199.75,0,199.75,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,199.75,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-007,APPLE SHA WGQ WHS,TD,运输产品部,APPLE,APPLE,163,202107,202103,2021,1456,602,5.49E+07,5.50E+07,0,0,1241,1196,1.67E+08,1.66E+08,0,0,7649,20365,1.58E+08,3638365,1.54E+07,6659,19304,1.79E+08,6483165.737,1.86E+07,19,403.77,204.12,199.65,0,403.77,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.025053126,0.49446467,21.25105263,null,null,null,40.85663545,-39.85663545,0,null,null,null,0,null,14:09.0
CN-230,VOLVO CAN HP0 WHS,Auto,汽车行业事业部,VOLVO,VOLVO,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17,658.08,492.51,165.57,0,638.96,19.12,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.251595551,37.24981132,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-312,SGMW-PDC TLN XXX WHS,Auto,汽车行业事业部,SGMWA,SGMWA,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,40.49,0,40.49,0,40.49,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,40.49,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-334,TYCO-RC SHA XXX WHS,TSC,高科技/备件物流/化工行业事业部,TYCOT,TYCOT,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,146.11,121.5,24.61,0,146.11,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.168434741,24.35166667,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-398,BMW HFE XXX WHS,EI,新兴产业事业部,BMWXX,BMWXX,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,444.47,0,444.47,0,444.47,0,null,null,null,null,1502967.755,0,1004217.755,0,0,0,0,498750,null,null,null,null,null,1,268.7493023,null,null,null,null,null,1004217.755,0.668156553,0,0.331843447,2259.360035,null,14:09.0
CN-071,UNISYS PEK XW0 WHS,TSC,高科技/备件物流/化工行业事业部,UNISY,UNISY,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1422.29,0,24.9,1422.29,18418.19811,0,0,18418.19811,0,0,0,0,null,null,null,null,null,null,null,null,null,null,null,null,0,0,1,0,null,null,35:10.0
CN-149,HONEYWELL TSN XXX WHS,EM,工业与制造行业事业部,HONEY,HONEY,2787,202108,202103,2021,null,null,null,null,null,null,22,528,6847,6712,671.2,null,null,null,null,null,null,1352,3206,96803.75,0,398.25,4,117.6,0,117.6,0,117.6,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,25.2,null,null,null,0.485288841,0.514711159,0,null,null,null,0,null,35:10.0
CN-225,MARS JIA XXX PKG,CR,快消/零售行业事业部,MARSX,MARSX,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,24,5630.67,3639,1991.67,0,5630.67,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.353718119,230.3455909,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-272,SENSATA CZX XXX WHS,TSC,高科技/备件物流/化工行业事业部,SENSA,SENSA,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,17,5217.89,4862.07,355.82,0,5217.89,0,166406.77,109421.89,292.04,56984.88,276338,0,0,0,0,245022.4528,0,31315.54717,null,null,null,null,null,0.068192315,302.6618329,31.89158261,22.50520663,160.1508628,null,null,245022.4528,0.886676653,0,0.113323347,46.95814838,null,35:10.0
CN-311,SGMW-PDC TAO XXX WHS,Auto,汽车行业事业部,SGMWA,SGMWA,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,214,0,214,0,214,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,214,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-328,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,29.8,0,29.8,0,29.8,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,9.933333333,null,null,null,null,null,0,null,null,null,0,null,14:09.0
TD032,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,6,1413.48,496.58,916.9,0,1413.48,0,131440.59,18243.44,15248.84,113197.15,null,null,null,null,null,null,null,null,null,null,null,null,null,0.648682684,206.8507317,92.99076747,36.73816908,123.4563747,null,null,0,null,null,null,0,null,35:10.0
CATC002,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,423.33,0,423.33,0,423.33,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,232.4164706,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-091,KLA-TENCOR PEK XW0 WHS,TSC,高科技/备件物流/化工行业事业部,KLATE,KLATE,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,755.21,0,755.21,0,400.74,354.47,106968.39,0,614.08,106968.39,1144362.703,789287.6509,59113.45283,104829.3164,0,93249.66038,97882.62264,0,null,null,null,null,null,1,245.1980519,141.64059,null,141.64059,null,null,152363.1132,0.133142327,0.091604975,0,201.7493322,null,35:10.0
CN-372,null,null,null,null,null,5,202106,202102,2021,153,292,580468,580328,743024.896,157.1504,7294,30197,659061,659061,786944.9465,null,3,680,61164,0,9836,3,951,94920.03448,0,16197.51724,59,3305.45,2802.08,503.37,0,3305.45,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.135669828,0.152284863,55.6473064,null,null,null,0.64137931,0.35862069,0,null,null,null,0,null,35:10.0
TD021,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,130.64,0,130.64,0,0,130.64,17163.54,0,61.81,17163.54,null,null,null,null,null,null,null,null,null,null,null,null,null,1,130.64,131.3804348,null,131.3804348,null,null,0,null,null,null,0,null,35:10.0
CN-298,HPCCDO WEH XXX WHS,TSC,高科技/备件物流/化工行业事业部,HPPXX,HPPXX,9358,202107,202103,2021,626,188,33259,33279,5.30E+09,175766.262,4989,6546,183034,183034,4.14E+10,1481655.574,4953,5224,912042,0,0,4165,4436,265338.9,0,3936.2,7,1516.89,175.75,1341.14,0,1516.89,0,null,null,null,null,1202711.511,222155.2094,554435.7925,236086.283,0,25343.01887,18850,145841.2075,null,null,null,null,5.499984976,0.88413794,209.2262069,null,null,null,0.44508442,0.55491558,579778.8113,0.482059751,0.196295022,0.121260341,382.2154615,null,14:09.0
CN-315,HUAWEI-LEN DGM XXX WHS,TSC,高科技/备件物流/化工行业事业部,HUAWE,HUAWE,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,60,20067.24,17546.5,2520.74,0,19542.01,525.23,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.125614683,334.0947583,null,null,null,null,null,0,null,null,null,0,null,14:09.0
TD043,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,171.5,171.5,0,0,171.5,0,87465.01,6919.81,318.1,80545.2,null,null,null,null,null,null,null,null,null,null,null,null,null,0,171.5,510.0000583,40.34874636,null,null,null,0,null,null,null,0,null,35:10.0
TD079,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,142.9,0,142.9,0,142.9,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,40.82857143,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-064,SOLVAY SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,SOLVA,SOLVA,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,153.12,58.77,94.35,0,153.12,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.616183386,27.02117647,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-069,TYCO-ELECT FUO XXX WHS,TSC,高科技/备件物流/化工行业事业部,TYCOT,TYCOT,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,29,9762.32,7114.5,2647.82,0,9762.32,0,null,null,null,null,715947.015,0,337848.4,210538.635,0,119981,36635.23,10943.75,null,null,null,null,null,0.27122856,335.5121064,null,null,null,null,null,457829.4,0.639473858,0.294070135,0.015285698,46.89760221,null,14:09.0
CN-085,COACH SHA WGQ WHS,CR,快消/零售行业事业部,COACH,COACH,20026,202107,202103,2021,155,1363,234372,234372,2.46E+09,1144.7584,2660,18246,407124,406435,3.26E+09,null,12654,78309,896636,162,92439,8241,53234,606794.7097,577.6774194,85058.51613,17,298.74,104.83,193.91,0,298.74,0,null,null,null,null,14150.9434,0,14150.9434,0,0,0,0,0,null,null,null,null,1.734144864,0.649092857,17.57294118,null,null,null,0.411524695,0.588475305,14150.9434,1,0,0,47.36876011,null,14:09.0
CN-349,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18,1984.85,0,1497.15,487.7,1920.23,64.62,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.754288737,108.4161765,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-352,KLA-TENCOR CAN XXX WHS,TSC,高科技/备件物流/化工行业事业部,KLATE,KLATE,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,17.7,0,17.7,0,17.7,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,17.7,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CATC006,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,107.93,0,107.93,0,107.93,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,33.20923077,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-037,J&J SHA CL0 WHS,LSH,生命科学与医疗行业事业部,JOHNS,JOHNS,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,53,8798.64,6128.74,881.8,1788.1,8798.64,0,219986.3,0,81359.46,219986.3,1363772.854,0,0,581321.6651,0,719931.6038,29678,32841.58491,null,null,null,null,null,0.100220034,165.0287858,25.00230717,0,249.4741438,null,null,719931.6038,0.527897004,0.426259889,0.024081419,81.8230549,null,35:10.0
CN-242,DIADORA XMN XXX WHS,CR,快消/零售行业事业部,DIADO,DIADO,1293,202107,202103,2021,3,null,null,null,null,null,10,5960,66605,66605,0,0,656,11429,131786,5342,5342,683,11885,134625.2632,12762.31579,12762.31579,2,490.78,0,490.78,0,305.51,185.27,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,183.0027119,null,null,null,0.52867668,0.47132332,0,null,null,null,0,null,14:09.0
CN-301,KLA-TENCOR HFE XXX WHS,TSC,高科技/备件物流/化工行业事业部,KLATE,KLATE,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,216.63,0,216.63,0,216.63,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,216.63,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-312,SGMW-PDC TLN XXX WHS,Auto,汽车行业事业部,SGMWA,SGMWA,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,10,2381.37,2128,253.37,0,2381.37,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.106396738,226.7971429,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-297,MARS-RAW PEK XXX WHS,CR,快消/零售行业事业部,MARSX,MARSX,20606,202108,202103,2021,110,259,1.82E+08,1.82E+08,3.19E+07,187.425,115,355,2.11E+08,2.08E+08,4.60E+08,null,null,null,null,null,null,6603,10867,2.50E+09,0,1.70E+07,17,737.48,541.3,196.18,0,737.48,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.142105188,0.266013994,41.54816901,null,null,null,0.320440648,0.679559352,0,null,null,null,0,null,35:10.0
CN-298,HPCCDO WEH XXX WHS,TSC,高科技/备件物流/化工行业事业部,HPPXX,HPPXX,9358,202106,202102,2021,148,58,9115,9115,1.45E+09,41718.197,2872,3801,170962,170962,8.64E+09,1127602.652,4348,4564,213115,0,2294,3840,3996,176146.5882,602.6470588,3214.823529,7,1273.04,154.43,1118.61,0,1273.04,0,312036.23,221556.63,-183130.38,90479.6,1363359.67,296001.8302,581632.1698,273583.8774,0,18874.71698,18850,174417.0755,null,null,null,null,18.75611629,0.87869195,176.8111111,245.1110963,1434.673509,80.88574213,0.410425807,0.589574193,600506.8868,0.44046109,0.200668894,0.127931814,471.7109335,null,35:10.0
CATC008,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,12,3465.17,256,3209.17,0,3465.17,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.926121951,272.6402792,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-031,FUJI-XEROX WUH XXX WHS,TSC,高科技/备件物流/化工行业事业部,FUJIX,FUJIX,190,202107,202103,2021,236,90,447,447,262490.9263,7080.478,1611,155,198,198,1981.07296,252.287,154,9,123640.7,0,0,153,9,116659.115,17.1,17.2,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.44295302,null,null,null,null,null,0.810263158,0.189736842,0,null,null,null,null,null,14:09.0
CN-085,COACH SHA WGQ WHS,CR,快消/零售行业事业部,COACH,COACH,20026,202108,202103,2021,25,212,58187,58187,4.67E+08,187.779,92,923,29640,29633,2.63E+08,null,null,null,null,null,null,12633,77964,904127.75,321,100367.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.50927183,null,null,null,null,null,0.630829921,0.369170079,0,null,null,null,null,null,35:10.0
