dws_dsc_wh_ou_monthly_kpi_sum.ou_code,dws_dsc_wh_ou_monthly_kpi_sum.ou_name,dws_dsc_wh_ou_monthly_kpi_sum.bg_code,dws_dsc_wh_ou_monthly_kpi_sum.bg_name_cn,dws_dsc_wh_ou_monthly_kpi_sum.customer_id,dws_dsc_wh_ou_monthly_kpi_sum.customer_name,dws_dsc_wh_ou_monthly_kpi_sum.total_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.month,dws_dsc_wh_ou_monthly_kpi_sum.quarter,dws_dsc_wh_ou_monthly_kpi_sum.year,dws_dsc_wh_ou_monthly_kpi_sum.inbound_header_count,dws_dsc_wh_ou_monthly_kpi_sum.inbound_line_count,dws_dsc_wh_ou_monthly_kpi_sum.inbound_line_original_qty,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_qty,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_volume,dws_dsc_wh_ou_monthly_kpi_sum.inbound_receive_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_header_count,dws_dsc_wh_ou_monthly_kpi_sum.outbound_line_count,dws_dsc_wh_ou_monthly_kpi_sum.outbound_line_original_qty,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_qty,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_volume,dws_dsc_wh_ou_monthly_kpi_sum.outbound_shipped_weight,dws_dsc_wh_ou_monthly_kpi_sum.last_used_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.last_active_lpn_count,dws_dsc_wh_ou_monthly_kpi_sum.last_on_hand_qty,dws_dsc_wh_ou_monthly_kpi_sum.last_in_transit_qty,dws_dsc_wh_ou_monthly_kpi_sum.last_allocated_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_used_storage_location_count,dws_dsc_wh_ou_monthly_kpi_sum.avg_active_lpn_count,dws_dsc_wh_ou_monthly_kpi_sum.avg_on_hand_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_in_transit_qty,dws_dsc_wh_ou_monthly_kpi_sum.avg_allocated_qty,dws_dsc_wh_ou_monthly_kpi_sum.total_head_count,dws_dsc_wh_ou_monthly_kpi_sum.total_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.outsource_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.perm_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.other_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.direct_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.indirect_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.total_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.outsource_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.labor_cost_for_business_outsource,dws_dsc_wh_ou_monthly_kpi_sum.perm_labor_cost,dws_dsc_wh_ou_monthly_kpi_sum.bms_bill_amount_exclude_tax,dws_dsc_wh_ou_monthly_kpi_sum.customs_agent_fee,dws_dsc_wh_ou_monthly_kpi_sum.operation_fee,dws_dsc_wh_ou_monthly_kpi_sum.warehouse_site_fee,dws_dsc_wh_ou_monthly_kpi_sum.short_barge_fee,dws_dsc_wh_ou_monthly_kpi_sum.labor_fee,dws_dsc_wh_ou_monthly_kpi_sum.equipment_usage_fee,dws_dsc_wh_ou_monthly_kpi_sum.value_added_fee,dws_dsc_wh_ou_monthly_kpi_sum.inbound_std_receive_volume,dws_dsc_wh_ou_monthly_kpi_sum.inbound_std_receive_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_std_shipped_volume,dws_dsc_wh_ou_monthly_kpi_sum.outbound_std_shipped_weight,dws_dsc_wh_ou_monthly_kpi_sum.outbound_inbound_qty_ratio,dws_dsc_wh_ou_monthly_kpi_sum.perm_working_hour_ratio,dws_dsc_wh_ou_monthly_kpi_sum.working_hour_per_head,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour_outsourcing,dws_dsc_wh_ou_monthly_kpi_sum.average_labor_cost_per_hour_perm,dws_dsc_wh_ou_monthly_kpi_sum.location_usage_rate,dws_dsc_wh_ou_monthly_kpi_sum.location_idle_rate,dws_dsc_wh_ou_monthly_kpi_sum.total_handling_income,dws_dsc_wh_ou_monthly_kpi_sum.total_handling_income_ratio,dws_dsc_wh_ou_monthly_kpi_sum.warehouse_site_fee_ratio,dws_dsc_wh_ou_monthly_kpi_sum.value_added_fee_ratio,dws_dsc_wh_ou_monthly_kpi_sum.labor_productivity,dws_dsc_wh_ou_monthly_kpi_sum.estimated_working_hour,dws_dsc_wh_ou_monthly_kpi_sum.update_time
CN-140,FORD WUH XXX WHS,Auto,汽车行业事业部,FORDX,FORDX,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11,2096.06,930.82,1165.24,0,2096.06,0,180251.96,32321.71,126819.24,147930.25,1272481.697,0,417084,855397.697,0,0,0,0,null,null,null,null,null,0.555919201,190.5509091,85.99561081,34.7239101,126.952602,null,null,417084,0.327772102,0.672227898,0,198.9847619,null,35:10.0
CN-239,LINDT SHA KQ0 WHS,CR,快消/零售行业事业部,LINDT,LINDT,7436,202106,202102,2021,18,26,2154700,2154700,6.15E+07,14.647,34,134,1116923,1116923,8.96E+07,null,5,8,25657,0,0,39,79,822374.04,0,57052.08,4,894.42,0,661.42,233,766.17,128.25,106918.53,0,16679.89,106918.53,247869,73808,99389.5566,72814.38679,0,0,0,1857.056604,null,null,null,null,0.518365898,0.739495986,200.7881633,119.5395116,null,161.6499803,0.005298548,0.994701452,99389.5566,0.400976147,0.293761571,0.007492089,111.1217958,null,35:10.0
CN-262,LAM NKG XXX WHS,TSC,高科技/备件物流/化工行业事业部,LAMRE,LAMRE,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,577.4,0,577.4,0,577.4,0,47071.24,0,338.68,47071.24,73150.45283,19278.75472,16230.18868,24905.66038,0,12735.84906,0,0,null,null,null,null,null,1,144.35,81.52275719,null,81.52275719,null,null,28966.03774,0.395978926,0.340471718,0,50.16632791,null,35:10.0
CN-423,HUAWEI-VMI DGM XXX WHS,TSC,高科技/备件物流/化工行业事业部,HUAWE,HUAWE,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,42,11123.8,10965.3,158.5,0,11123.8,0,377076.14,314654.94,50553.14,62421.2,381627,0,381627,0,0,0,0,0,null,null,null,null,null,0.014248728,264.3488593,33.89814092,28.69551585,393.8246057,null,null,381627,1,0,0,34.30725112,null,35:10.0
HK-074,SMART-NORA HKG ITL WHS,null,null,SMART,SMART,110,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,3,7,12,0,0,3,7,12,0,0,null,null,null,null,null,null,null,0,0,0.73,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.027272727,0.972727273,0,null,null,null,null,null,35:10.0
TD025,null,null,null,null,null,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,1497.23,283.23,1214,0,1497.23,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.810830667,253.9161988,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-034,HP-GSD PEK XW0 WHS,TSC,高科技/备件物流/化工行业事业部,H3CUH,H3CUH,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,18,3328.27,136,2476.86,715.41,3280.92,47.35,480268.71,11230.18,23813.74,469038.53,1499393.588,0,245496.5604,726896.0128,0,519806.0094,7195.005622,0,null,null,null,null,null,0.744188422,183.05485,144.2998044,82.57485294,189.3682041,null,null,765302.5698,0.510408058,0.484793331,0,229.9400499,null,35:10.0
CN-064,SOLVAY SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,SOLVA,SOLVA,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,1058.76,346.84,711.92,0,1058.76,0,null,null,null,null,284581.3902,0,106145.0534,115815.9996,0,2207.4,1132,59280.93717,null,null,null,null,null,0.672409233,213.5314286,null,null,null,null,null,108352.4534,0.380743285,0.406969688,0.208309254,102.339013,null,14:09.0
CN-120,ASML PEK XW0 WHS,TSC,高科技/备件物流/化工行业事业部,ASMLX,ASMLX,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4,1063.77,0,1063.77,0,1063.77,0,97063.86,0,773.71,97063.86,741120.4796,260252.4721,0,140996.0283,0,207609.9342,15137.41509,0,null,null,null,null,null,1,238.6026168,91.24515638,null,91.24515638,null,null,207609.9342,0.280129803,0.190247109,0,195.1643063,null,35:10.0
CN-165,RYOSHO SHA YX0 WHS,TSC,高科技/备件物流/化工行业事业部,RYOSH,RYOSH,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,565.26,128.96,436.3,0,565.26,0,60290.51,6119.1,412.51,54171.41,110792.0634,0,94086.79245,391.509434,0,0,0,0,null,null,null,null,null,0.771857198,172.0356522,106.6597849,47.44959677,124.1609214,null,null,94086.79245,0.849219607,0.003533732,0,166.4487005,null,35:10.0
CN-311,SGMW-PDC TAO XXX WHS,Auto,汽车行业事业部,SGMWA,SGMWA,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,181.21,0,181.21,0,181.21,0,68399.66,0,254.01,68399.66,461312.8351,0,461312.8351,0,0,0,0,0,null,null,null,null,null,1,181.21,377.4607362,null,377.4607362,null,null,461312.8351,1,0,0,2545.73608,null,35:10.0
CN-322,Multiple Kangqiao Shanghai TSP,TD,运输产品部,TPTOT,TPTOT,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,170.25,0,85.75,84.5,170.25,0,24635.46,0,0,24635.46,null,null,null,null,null,null,null,null,null,null,null,null,null,0.503671072,85.125,144.701674,null,287.2939942,null,null,0,null,null,null,0,null,35:10.0
CN-378,STARBUCKS CTU FDX WHS,CR,快消/零售行业事业部,STARB,STARB,572,202108,202103,2021,21,115,47928,47928,65986.544,23.1073,1585,8730,65704,65704,74032.6564,null,null,null,null,null,null,261,2441,306701.25,0,15094.25,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.370889668,null,null,null,null,null,0.456293706,0.543706294,0,null,null,null,null,null,35:10.0
CN-431,TAOCHEN-TE CZX XXX WHS,TSC,高科技/备件物流/化工行业事业部,TAOCH,TAOCH,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,357.93,0,357.93,0,357.93,0,5067.27,0,61732.54,5067.27,80773.87189,0,0,1561.07,0,79212.80189,0,0,null,null,null,null,null,1,357.93,14.15715363,null,14.15715363,null,null,79212.80189,0.980673577,0.019326423,0,221.3080823,null,35:10.0
CN-119,ASML SHA ZJN WHS,TSC,高科技/备件物流/化工行业事业部,ASMLX,ASMLX,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,19,2093.22,75.23,1895.46,122.53,2007.09,86.13,269251.28,5891.9,2047.78,263359.38,1390978.047,393269.1321,51071.9434,371733.5091,0,214614.3962,24651.08491,0,null,null,null,null,null,0.905523547,106.4349153,128.630187,78.31848996,138.9421987,null,null,265686.3396,0.191006853,0.267246136,0,126.9270978,null,35:10.0
CN-189,KONE CTU XXX WHS,EM,工业与制造行业事业部,KONEX,KONEX,1108,202106,202102,2021,25075,null,null,null,null,null,1965,39154,32372,32372,0,0,341,3242,8592.435,0.2,7,400,7058,15058.53794,0.2,7,1,283.83,0,283.83,0,283.83,0,83608.12,0,183083.21,83608.12,1006451.974,0,641274.4057,363862.6185,0,1279.95,0,35,null,null,null,null,null,1,149.01075,294.5711165,null,294.5711165,0.361594818,0.638405182,642554.3557,0.638435188,0.361530036,3.48E-05,2263.870471,null,35:10.0
CN-225,MARS JIA XXX PKG,CR,快消/零售行业事业部,MARSX,MARSX,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,26,1118.69,764.5,354.19,0,1118.69,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.316611394,41.82018692,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-283,EXAR SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,CEXAR,CEXAR,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,744.11,543.71,200.4,0,744.11,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.269315021,282.9714085,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-330,HERSHEY SHA KQ0 PKG,CR,快消/零售行业事业部,HERSH,HERSH,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,13,2406.67,1713.5,693.17,0,2406.67,0,201622.85,82317.99,821.61,119304.86,null,null,null,null,null,null,null,null,null,null,null,null,null,0.288020377,182.4551264,83.77669145,48.04084622,172.1148636,null,null,0,null,null,null,0,null,35:10.0
CN-400,SCHUECO SHA XXX WHS,GSC,综合供应链事业部,SCHUE,SCHUE,6355,202107,202103,2021,52,3955,6350324,6218040,null,5274.5725,1360,10141,7608693,7608693,null,null,3822,12935,1.42E+07,0,118855,2752,9812,1.10E+07,0,757225.3571,1,226.45,0,226.45,0,226.45,0,null,null,null,null,553162,0,228000,286492,0,33470,5200,0,null,null,null,null,1.223648127,1,226.45,null,null,null,0.433112285,0.566887715,261470,0.472682505,0.517916994,0,1154.647825,null,14:09.0
HK-051,AEON HKG FKH WHS,null,null,AEON1,AEON1,3134,202108,202103,2021,1,null,null,null,null,null,4239,4516,221880,221585,286338,null,null,null,null,null,null,1908,6895,1706417.75,632,63486,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.608886407,0.391113593,0,null,null,null,null,null,35:10.0
CN-086,DELL CAN HD0 WHS,TSC,高科技/备件物流/化工行业事业部,DELLS,DELLS,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,8,231.73,56.9,174.83,0,231.73,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.754455616,28.96625,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-214,BOSE SHA KQ0 WHS,TSC,高科技/备件物流/化工行业事业部,BOSEX,BOSEX,9387,202106,202102,2021,294,2310,310467,310467,0,0,3453,2453,629556,629556,1.71E+08,629556,5173,10054,936235,40593,60766,3430,7258,649235.9412,38206.17647,65643.52941,12,3346.2,2091.43,1254.77,0,3346.2,0,189855.43,79689.37,60540.29,110166.06,860684.1765,0,0,360780.959,0,359854.7258,53579.92113,86468.57057,null,null,null,null,2.027771067,0.374983563,263.0660377,56.73762178,38.10281482,87.79781155,0.365455354,0.634544646,359854.7258,0.418103104,0.419179263,0.100464924,107.5413083,null,35:10.0
CN-232,FORD HRB XXX WHS,Auto,汽车行业事业部,FORDX,FORDX,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,189.21,0,189.21,0,189.21,0,0,0,0,0,97091,0,97091,0,0,0,0,0,null,null,null,null,null,1,189.21,0,null,0,null,null,97091,1,0,0,513.1388404,null,35:10.0
CN-246,HUSQVARNA SHA CL0 WHS,EM,工业与制造行业事业部,HUSQV,HUSQV,117194,202107,202103,2021,23,328,717,723,0,0,327,637,3325,3325,0,0,390,1484,82706,2088,2088,402,1487,81150.52632,550.4210526,728.3684211,5,1164.34,762.46,401.88,0,1164.34,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,4.598893499,0.345156913,223.9115385,null,null,null,0.003431557,0.996568443,0,null,null,null,0,null,14:09.0
CN-350,ESTEE-LAUD SHA XXX WHS,TSC,高科技/备件物流/化工行业事业部,SFELC,SFELC,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,141.46,0,141.46,0,141.46,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,43.52615385,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-431,TAOCHEN-TE CZX XXX WHS,TSC,高科技/备件物流/化工行业事业部,TAOCH,TAOCH,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,46.2,0,46.2,0,46.2,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,46.2,null,null,null,null,null,0,null,null,null,0,null,35:10.0
HK-002,ABBOTT HKG PS0 WHS,null,null,ANI01,ANI01,null,202106,202102,2021,41,10,92436,92436,0,1572999.48,2256,3700,404809,404809,264698,1.96E+07,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,145976.38,0,0,145976.38,null,null,null,null,null,null,null,null,null,null,null,null,4.379343546,null,null,null,null,null,null,null,0,null,null,null,null,null,35:10.0
CATC008,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11,2552.47,198.5,2353.97,0,2552.47,0,288753.16,5832.92,1316.4,282920.24,null,null,null,null,null,null,null,null,null,null,null,null,null,0.922232191,220.0405172,113.1269555,29.38498741,120.1885496,null,null,0,null,null,null,0,null,35:10.0
CN-066,STARBUCKS DGM XXX WHS,CR,快消/零售行业事业部,STARB,STARB,18805,202107,202103,2021,1113,1751,2731268,2586157,5637836.272,2237.5993,44424,453301,3073405,3073225,6771322.64,null,7562,40342,3232942,0,255766,5640,29750,1804033.032,30568.93548,169014.5484,61,637.16,543.77,93.39,0,637.16,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1.188336594,0.14657229,10.4452459,null,null,null,0.299928811,0.700071189,0,null,null,null,0,null,14:09.0
CN-140,FORD WUH XXX WHS,Auto,汽车行业事业部,FORDX,FORDX,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,11,2591.34,1046.72,1544.62,0,2591.34,0,null,null,null,null,1294013.697,0,438616,855397.697,0,0,0,0,null,null,null,null,null,0.596069987,233.2206,null,null,null,null,null,438616,0.338957772,0.661042228,0,169.262235,null,14:09.0
CN-300,WENMING-ME NTG XXX WHS,TSC,高科技/备件物流/化工行业事业部,MTDIG,MTDIG,6939,202107,202103,2021,235,971,197611,197611,null,null,3563,6852,160110,160109,5.36E+07,128925.2757,3042,1,2809086,0,0,2743,1,997849.3793,0,19.44827586,1,225.49,0,225.49,0,225.49,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.810223115,1,217.1385185,null,null,null,0.395316825,0.604683175,0,null,null,null,0,null,14:09.0
CN-329,ABBOTT SHA KQ0 PKG,LSH,生命科学与医疗行业事业部,ABBOT,ABBOT,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,133.87,0,133.87,0,133.87,0,18388.06,0,147651.6,18388.06,254118.7755,0,0,0,0,0,0,254118.7755,null,null,null,null,null,1,133.87,137.3575857,null,137.3575857,null,null,0,0,0,1,0,null,35:10.0
CN-389,OUTERSTUFF SHA DQ0 WHS,CR,快消/零售行业事业部,OUTSF,OUTSF,null,202107,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,309.78,0,309.78,0,309.78,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,309.78,null,null,null,null,null,0,null,null,null,0,null,14:09.0
CN-398,BMW HFE XXX WHS,EI,新兴产业事业部,BMWXX,BMWXX,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,46.81,0,46.81,0,46.81,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,28.086,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-436,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,2,84.5,84.5,0,0,84.5,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,37.55555556,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CATC011,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,194.19,0,194.19,0,194.19,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,33.77217391,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-003,ABBOTT SHA KQ0 WHS,LSH,生命科学与医疗行业事业部,ABBOT,ABBOT,13689,202107,202103,2021,265,6848,1956418,1956418,5.70E+09,235035.7351,606,2991,1932351,1932351,6.70E+09,null,6673,15339,4341931,0,23571,4857,8933,3284934.357,27.85714286,148520.9286,8,2701.65,1284.05,1417.6,0,2701.65,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.987698437,0.524716377,330.8142857,null,null,null,0.354810432,0.645189568,0,null,null,null,0,null,14:09.0
CN-051,NOKIA-HWS PEK XW0 WHS,TSC,高科技/备件物流/化工行业事业部,HWSXX,HWSXX,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,20,3584.9,0,3584.9,0,3456.62,128.28,314982.6,0,22274.45,314982.6,760999.3485,0,300237.3768,280757.7736,0,92151.79245,8602.40566,79250,null,null,null,null,null,1,176.5960591,87.8637061,null,87.8637061,null,null,392389.1692,0.515623528,0.368933001,0.10413938,109.456099,null,35:10.0
CN-056,ON-SEMI SHA WGQ WHS,TSC,高科技/备件物流/化工行业事业部,ONSEM,ONSEM,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,54,14350.84,13465.5,885.34,0,14350.84,0,552673.36,387953.8,93019,164719.56,2244827.456,0,152986.5705,266119.207,0,980928.3293,3767.999625,841025.35,null,null,null,null,null,0.061692556,265.1670362,38.51156866,28.81094649,186.0523189,null,null,1133914.9,0.50512341,0.118547733,0.374650331,79.01383472,null,35:10.0
CN-254,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3,567.42,0,567.42,0,426.26,141.16,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,162.12,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CN-406,MLB SHA PVG WHS,TSC,高科技/备件物流/化工行业事业部,MLBKD,MLBKD,null,202108,202103,2021,137,1356,374425,239634,null,null,300,11862,197523,197105,0,0,null,null,null,null,null,15203,829,2511289.75,24028.75,50090.25,46,2240.62,2224.12,16.5,0,2224.12,16.5,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.822525184,0.007364033,47.92770053,null,null,null,null,null,0,null,null,null,0,null,35:10.0
TD004,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,159.4,0,159.4,0,159.4,0,24609.48,0,110.07,24609.48,null,null,null,null,null,null,null,null,null,null,null,null,null,1,159.4,154.3882058,null,154.3882058,null,null,0,null,null,null,0,null,35:10.0
TD012,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,48,0,0,48,48,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0,48,null,null,null,null,null,0,null,null,null,0,null,35:10.0
TD045,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,159.46,0,87.96,71.5,159.46,0,24635.46,0,0,24635.46,null,null,null,null,null,null,null,null,null,null,null,null,null,0.551611689,88.58888889,154.493039,null,280.0757162,null,null,0,null,null,null,0,null,35:10.0
CATC009,null,null,null,null,null,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,5,214.76,0,214.76,0,214.76,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,1,37.34956522,null,null,null,null,null,0,null,null,null,0,null,35:10.0
CATC015,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,7,1552.41,0,1552.41,0,1552.41,0,161075.67,0,877.18,161075.67,null,null,null,null,null,null,null,null,null,null,null,null,null,1,206.3897688,103.7584594,null,103.7584594,null,null,0,null,null,null,0,null,35:10.0
CN-001,ABBOTT PEK XW0 WHS,LSH,生命科学与医疗行业事业部,ABBOT,ABBOT,9374,202106,202102,2021,33,103,118815,118815,4.18E+08,156.933,193,2186,168223,168223,5.49E+08,null,86,84,24379,0,0,114,307,38007.21739,0,3588,3,561.98,0,561.98,0,561.98,0,58864.09,0,514.18,58864.09,88550.18528,0,19764,40615.72302,0,11820.46226,10350,6000,null,null,null,null,1.415839751,1,157.0238235,104.7441012,null,104.7441012,0.012184488,0.987815512,31584.46226,0.356684316,0.458674625,0.067758187,56.20211087,null,35:10.0
CN-224,HORMEL CTU BTS WHS,CR,快消/零售行业事业部,HOMEL,HOMEL,856,202107,202103,2021,11,43,9111,9111,null,null,205,511,8098,8098,112.6597,49649.5042,149,0,10943,0,0,141,0,10351.13793,0,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.888815717,null,null,null,null,null,0.164800193,0.835199807,0,null,null,null,null,null,14:09.0
CN-305,ECCO SHA XXX WHS,CR,快消/零售行业事业部,ECCOX,ECCOX,58949,202107,202103,2021,342,124264,933192,932982,null,null,9919,72741,300540,300540,0,0,48333,16779,1157102,95483,95483,41828,5793,1009409.448,29128.41379,30359.65517,20,6109,4849.5,1259.5,0,6109,0,null,null,null,null,543376.6379,0,81507.68868,73015.2134,0,25384.5,0,363469.2358,null,null,null,null,0.322128401,0.206171223,302.8393162,null,null,null,0.709574202,0.290425798,106892.1887,0.196718411,0.134373119,0.668908471,17.49749365,null,14:09.0
CN-425,null,null,null,null,null,70,202107,202103,2021,3,22,1841,1841,5592.1276,12.9148,190,982,1766,1766,5465.8749,null,6,6,195,0,0,14,31,690.8,0,17.35,66,20109.9,17385.33,2724.57,0,20109.9,0,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.959261271,0.135484015,301.4810105,null,null,null,0.212142857,0.787857143,0,null,null,null,0,null,14:09.0
null,null,null,null,null,null,null,202106,202102,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,3.51E+07,2884799.909,8194371.193,4133648.294,0,2083246.44,3444957.791,3092926.018,null,null,null,null,null,null,null,null,null,null,null,null,1.03E+07,0.292746644,0.117742429,0.088098599,null,null,35:10.0
CN-034,HP-GSD PEK XW0 WHS,TSC,高科技/备件物流/化工行业事业部,H3CUH,H3CUH,null,202108,202103,2021,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,23,775.9,0,600.11,175.79,751.54,24.36,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,0.773437299,33.73478261,null,null,null,null,null,0,null,null,null,0,null,35:10.0
